id,score,token,language,error
56939,0.156105,No,Danish,
4018,0.366590,No,Danish,
38039,0.102305,No,Danish,
61604,0.184768,No,Danish,
61321,0.399812,No,Danish,
22088,0.256832,No,Danish,
19201,0.002051,No,Danish,
15214,0.284576,No,Danish,
172770,0.100879,No,Danish,
53575,0.300746,No,Danish,
50747,0.392337,No,Danish,
18703,0.191933,No,Danish,
162129,0.050331,No,Danish,
173459,0.070560,No,Danish,
49769,0.006193,No,Danish,
42938,0.140336,No,Danish,
178724,0.484380,No,Danish,
166785,0.142232,No,Danish,
6238,0.359364,No,Danish,
45410,0.388618,No,Danish,
152939,0.173288,No,Danish,
52820,0.040846,No,Danish,
66456,0.092688,No,Danish,
234,0.204342,No,Danish,
63387,0.060087,No,Danish,
677,0.290981,No,Danish,
31914,0.011869,No,Danish,
21171,0.366590,No,Danish,
170185,0.247987,No,Danish,
173207,0.290981,No,Danish,
161433,0.012625,No,Danish,
52192,0.005820,No,Danish,
49241,0.067547,No,Danish,
156176,0.777300,Yes,Danish,
154270,0.102305,No,Danish,
66152,0.086323,No,Danish,
45258,0.007233,No,Danish,
58622,0.287768,No,Danish,
170699,0.158174,No,Danish,
39076,0.095349,No,Danish,
177482,0.018264,No,Danish,
46438,0.094010,No,Danish,
181081,0.327668,No,Danish,
48327,0.253861,No,Danish,
181947,0.317426,No,Danish,
148478,0.026759,No,Danish,
37240,0.005220,No,Danish,
17937,0.012821,No,Danish,
184006,0.038466,No,Danish,
16559,0.056652,No,Danish,
171343,0.503906,Yes,Danish,
10909,0.005469,No,Danish,
60387,0.065605,No,Danish,
32634,0.156105,No,Danish,
183551,0.044019,No,Danish,
46669,0.079210,No,Danish,
164820,0.094010,No,Danish,
170302,0.025957,No,Danish,
177524,0.047426,No,Danish,
36879,0.418697,No,Danish,
184708,0.214691,No,Danish,
153607,0.173288,No,Danish,
31968,0.001325,No,Danish,
31133,0.125923,No,Danish,
173433,0.199308,No,Danish,
31432,0.052619,No,Danish,
49732,0.033086,No,Danish,
154185,0.247987,No,Danish,
20718,0.039048,No,Danish,
39088,0.449393,No,Danish,
11622,0.083890,No,Danish,
165821,0.437823,No,Danish,
1328,0.068537,No,Danish,
167254,0.154058,No,Danish,
178075,0.194368,No,Danish,
175658,0.030215,No,Danish,
170540,0.043366,No,Danish,
169690,0.016657,No,Danish,
175849,0.080357,No,Danish,
61544,0.345105,No,Danish,
65728,0.209470,No,Danish,
150195,0.029760,No,Danish,
41721,0.017177,No,Danish,
169783,0.083890,No,Danish,
157105,0.041462,No,Danish,
153799,0.341582,No,Danish,
39437,0.187133,No,Danish,
20949,0.154058,No,Danish,
26479,0.327668,No,Danish,
38684,0.092688,No,Danish,
56267,0.051083,No,Danish,
51048,0.044681,No,Danish,
32785,0.006590,No,Danish,
19880,0.073696,No,Danish,
41647,0.189521,No,Danish,
19965,0.013223,No,Danish,
170534,0.654895,Yes,Danish,
163255,0.043366,No,Danish,
7988,0.119203,No,Danish,
36049,0.345105,No,Danish,
47174,0.206894,No,Danish,
9861,0.348645,No,Danish,
39484,0.056652,No,Danish,
66081,0.069542,No,Danish,
47371,0.082697,No,Danish,
60244,0.068537,No,Danish,
11911,0.307358,No,Danish,
179057,0.734120,Yes,Danish,
17867,0.111241,No,Danish,
163768,0.040238,No,Danish,
64591,0.020646,No,Danish,
43083,0.592667,Yes,Danish,
151302,0.012821,No,Danish,
179418,0.199308,No,Danish,
53782,0.105211,No,Danish,
150381,0.142232,No,Danish,
20998,0.014504,No,Danish,
170990,0.272025,No,Danish,
22296,0.317426,No,Danish,
5837,0.194368,No,Danish,
5761,0.236516,No,Danish,
157165,0.817574,Yes,Danish,
8371,0.403567,No,Danish,
173041,0.715424,Yes,Danish,
22295,0.392337,No,Danish,
169268,0.076961,No,Danish,
43492,0.817574,Yes,Danish,
177208,0.076961,No,Danish,
25200,0.001810,No,Danish,
164782,0.327668,No,Danish,
44999,0.066569,No,Danish,
44036,0.066569,No,Danish,
181067,0.049589,No,Danish,
184869,0.196826,No,Danish,
7868,0.035679,No,Danish,
170865,0.106691,No,Danish,
179743,0.414899,No,Danish,
176221,0.214691,No,Danish,
32637,0.030676,No,Danish,
30525,0.109706,No,Danish,
2311,0.075858,No,Danish,
177244,0.201813,No,Danish,
183119,0.074770,No,Danish,
43528,0.042088,No,Danish,
25058,0.939025,Yes,Danish,
182352,0.359364,No,Danish,
150337,0.039639,No,Danish,
23251,0.002511,No,Danish,
21700,0.731059,Yes,Danish,
33342,0.022977,No,Danish,
59971,0.162380,No,Danish,
174150,0.072637,No,Danish,
170875,0.220007,No,Danish,
183954,0.345105,No,Danish,
1321,0.348645,No,Danish,
34233,0.010489,No,Danish,
49409,0.256832,No,Danish,
148671,0.278257,No,Danish,
184764,0.407333,No,Danish,
165917,0.265880,No,Danish,
174135,0.300746,No,Danish,
34825,0.017442,No,Danish,
180008,0.672332,Yes,Danish,
173543,0.180107,No,Danish,
23809,0.562177,Yes,Danish,
5417,0.734120,Yes,Danish,
151831,0.250913,No,Danish,
49141,0.403567,No,Danish,
58137,0.304042,No,Danish,
19156,0.373876,No,Danish,
185522,0.245085,No,Danish,
2449,0.370225,No,Danish,
59266,0.500000,No,Danish,
177018,0.124213,No,Danish,
20539,0.103749,No,Danish,
51032,0.712232,Yes,Danish,
55462,0.056652,No,Danish,
184954,0.162380,No,Danish,
164900,0.396068,No,Danish,
48543,0.124213,No,Danish,
11343,0.160266,No,Danish,
31277,0.002632,No,Danish,
30284,0.065605,No,Danish,
166680,0.384912,No,Danish,
9376,0.672332,Yes,Danish,
156954,0.250913,No,Danish,
64256,0.577495,Yes,Danish,
179390,0.060087,No,Danish,
59801,0.070560,No,Danish,
54306,0.341582,No,Danish,
177184,0.154058,No,Danish,
166156,0.222700,No,Danish,
181967,0.392337,No,Danish,
33910,0.008446,No,Danish,
62933,0.073696,No,Danish,
180705,0.647798,Yes,Danish,
11298,0.091382,No,Danish,
168834,0.111241,No,Danish,
32374,0.388618,No,Danish,
167990,0.558327,Yes,Danish,
185849,0.519521,Yes,Danish,
33364,0.033086,No,Danish,
35745,0.057493,No,Danish,
169292,0.175538,No,Danish,
158271,0.265880,No,Danish,
154178,0.220007,No,Danish,
15266,0.256832,No,Danish,
172571,0.098079,No,Danish,
22913,0.017712,No,Danish,
62548,0.173288,No,Danish,
58620,0.171061,No,Danish,
172551,0.542863,Yes,Danish,
23290,0.396068,No,Danish,
17188,0.225417,No,Danish,
169467,0.006693,No,Danish,
42099,0.106691,No,Danish,
153009,0.338077,No,Danish,
152355,0.189521,No,Danish,
183752,0.087564,No,Danish,
170859,0.173288,No,Danish,
3191,0.037327,No,Danish,
42106,0.007816,No,Danish,
58692,0.004755,No,Danish,
199715,0.171061,No,Danish,
8114,0.355775,No,Danish,
38298,0.468791,No,Danish,
24358,0.718594,Yes,Danish,
149520,0.094010,No,Danish,
32880,0.488283,No,Danish,
155429,0.099470,No,Danish,
59416,0.088820,No,Danish,
156725,0.008446,No,Danish,
59641,0.362969,No,Danish,
58215,0.056652,No,Danish,
39782,0.320821,No,Danish,
55042,0.119203,No,Danish,
170098,0.239349,No,Danish,
26278,0.414899,No,Danish,
164522,0.119203,No,Danish,
155561,0.087564,No,Danish,
186013,0.212069,No,Danish,
20292,0.003075,No,Danish,
161072,0.150029,No,Danish,
153252,0.324235,No,Danish,
16027,0.233706,No,Danish,
29257,0.154058,No,Danish,
182631,0.032590,No,Danish,
40977,0.317426,No,Danish,
2280,0.562177,Yes,Danish,
157854,0.651355,Yes,Danish,
50879,0.191933,No,Danish,
152855,0.075858,No,Danish,
57139,0.127653,No,Danish,
54420,0.062789,No,Danish,
32521,0.171061,No,Danish,
46298,0.515620,Yes,Danish,
430,0.020646,No,Danish,
175931,0.637031,Yes,Danish,
29052,0.072637,No,Danish,
45193,0.171061,No,Danish,
21167,0.022286,No,Danish,
7455,0.088820,No,Danish,
163406,0.105211,No,Danish,
16984,0.043366,No,Danish,
172836,0.115961,No,Danish,
8978,0.348645,No,Danish,
22359,0.100879,No,Danish,
51189,0.577495,Yes,Danish,
52727,0.120853,No,Danish,
49948,0.345105,No,Danish,
62200,0.194368,No,Danish,
161242,0.247987,No,Danish,
33771,0.134776,No,Danish,
178225,0.715424,Yes,Danish,
157963,0.661923,Yes,Danish,
53257,0.040238,No,Danish,
176396,0.187133,No,Danish,
5754,0.074770,No,Danish,
23143,0.140336,No,Danish,
176872,0.030676,No,Danish,
26084,0.284576,No,Danish,
25829,0.092688,No,Danish,
17588,0.011332,No,Danish,
166531,0.284576,No,Danish,
30497,0.114369,No,Danish,
20492,0.158174,No,Danish,
51803,0.239349,No,Danish,
173304,0.050331,No,Danish,
8272,0.194368,No,Danish,
169699,0.355775,No,Danish,
180694,0.488283,No,Danish,
26375,0.158174,No,Danish,
146506,0.388618,No,Danish,
159999,0.014729,No,Danish,
168288,0.562177,Yes,Danish,
28534,0.214691,No,Danish,
159216,0.166675,No,Danish,
153770,0.056652,No,Danish,
182510,0.204342,No,Danish,
173072,0.062789,No,Danish,
47191,0.058346,No,Danish,
8500,0.228157,No,Danish,
10172,0.129403,No,Danish,
55221,0.030215,No,Danish,
185355,0.050331,No,Danish,
15933,0.009268,No,Danish,
175037,0.100879,No,Danish,
159971,0.327668,No,Danish,
175188,0.146087,No,Danish,
42663,0.388618,No,Danish,
158638,0.046725,No,Danish,
11748,0.500000,No,Danish,
40357,0.069542,No,Danish,
177745,0.024423,No,Danish,
20372,0.047426,No,Danish,
46950,0.056652,No,Danish,
188178,0.073696,No,Danish,
65894,0.154058,No,Danish,
186990,0.228157,No,Danish,
51427,0.204342,No,Danish,
2551,0.037327,No,Danish,
43937,0.013637,No,Danish,
150246,0.392337,No,Danish,
161192,0.166675,No,Danish,
61246,0.024423,No,Danish,
17311,0.239349,No,Danish,
178888,0.300746,No,Danish,
15441,0.236516,No,Danish,
44470,0.146087,No,Danish,
6345,0.001623,No,Danish,
153270,0.278257,No,Danish,
19970,0.265880,No,Danish,
180785,0.146087,No,Danish,
31676,0.259826,No,Danish,
33580,0.136608,No,Danish,
160405,0.036220,No,Danish,
20630,0.607663,Yes,Danish,
186834,0.060087,No,Danish,
184631,0.320821,No,Danish,
58721,0.184768,No,Danish,
28265,0.284576,No,Danish,
32549,0.109706,No,Danish,
163273,0.331120,No,Danish,
38619,0.088820,No,Danish,
62202,0.076961,No,Danish,
16197,0.024423,No,Danish,
62268,0.096706,No,Danish,
11760,0.359364,No,Danish,
28895,0.217338,No,Danish,
55449,0.515620,Yes,Danish,
27786,0.046725,No,Danish,
11660,0.053403,No,Danish,
161525,0.180107,No,Danish,
183456,0.187133,No,Danish,
58720,0.096706,No,Danish,
174239,0.577495,Yes,Danish,
153455,0.294215,No,Danish,
153162,0.070560,No,Danish,
30754,0.187133,No,Danish,
16432,0.036220,No,Danish,
174989,0.348645,No,Danish,
185796,0.304042,No,Danish,
6569,0.035679,No,Danish,
30830,0.103749,No,Danish,
24176,0.098079,No,Danish,
18427,0.034619,No,Danish,
161909,0.217338,No,Danish,
42451,0.189521,No,Danish,
51656,0.071591,No,Danish,
33050,0.108189,No,Danish,
158191,0.124213,No,Danish,
50614,0.037327,No,Danish,
26467,0.091382,No,Danish,
165840,0.304042,No,Danish,
27249,0.569853,Yes,Danish,
55106,0.468791,No,Danish,
186145,0.290981,No,Danish,
154396,0.025565,No,Danish,
163083,0.156105,No,Danish,
66359,0.098079,No,Danish,
16809,0.228157,No,Danish,
152055,0.146087,No,Danish,
15378,0.239349,No,Danish,
174381,0.194368,No,Danish,
157581,0.239349,No,Danish,
185870,0.111241,No,Danish,
28915,0.712232,Yes,Danish,
7299,0.074770,No,Danish,
17474,0.233706,No,Danish,
60484,0.166675,No,Danish,
37309,0.044681,No,Danish,
54986,0.122523,No,Danish,
25846,0.039048,No,Danish,
179830,0.136608,No,Danish,
57612,0.217338,No,Danish,
186943,0.108189,No,Danish,
185204,0.618780,Yes,Danish,
27857,0.008577,No,Danish,
178777,0.042088,No,Danish,
181311,0.056652,No,Danish,
160509,0.430147,No,Danish,
29157,0.166675,No,Danish,
45891,0.957278,Yes,Danish,
165590,0.396068,No,Danish,
309,0.150029,No,Danish,
10955,0.148047,No,Danish,
41355,0.538983,Yes,Danish,
150996,0.177811,No,Danish,
153343,0.061876,No,Danish,
63124,0.324235,No,Danish,
154247,0.082697,No,Danish,
167167,0.050331,No,Danish,
64024,0.019124,No,Danish,
160135,0.010170,No,Danish,
58168,0.377541,No,Danish,
175431,0.125923,No,Danish,
178929,0.132964,No,Danish,
165149,0.310694,No,Danish,
12138,0.675765,Yes,Danish,
31587,0.189521,No,Danish,
177527,0.094010,No,Danish,
169403,0.577495,Yes,Danish,
158039,0.265880,No,Danish,
183256,0.132964,No,Danish,
154657,0.259826,No,Danish,
20921,0.087564,No,Danish,
484,0.345105,No,Danish,
62066,0.074770,No,Danish,
10125,0.304042,No,Danish,
153139,0.290981,No,Danish,
62099,0.317426,No,Danish,
165568,0.239349,No,Danish,
166304,0.239349,No,Danish,
19877,0.117572,No,Danish,
186459,0.164516,No,Danish,
176659,0.287768,No,Danish,
32622,0.011869,No,Danish,
49797,0.441673,No,Danish,
39114,0.500000,No,Danish,
35847,0.290981,No,Danish,
151193,0.262842,No,Danish,
152704,0.297470,No,Danish,
7695,0.032101,No,Danish,
49086,0.272025,No,Danish,
44909,0.042088,No,Danish,
174987,0.265880,No,Danish,
46760,0.348645,No,Danish,
184192,0.098079,No,Danish,
36596,0.377541,No,Danish,
170733,0.045353,No,Danish,
160143,0.044681,No,Danish,
184154,0.127653,No,Danish,
152646,0.154058,No,Danish,
51420,0.199308,No,Danish,
18957,0.004982,No,Danish,
7546,0.774583,Yes,Danish,
12326,0.068537,No,Danish,
5624,0.396068,No,Danish,
164808,0.418697,No,Danish,
176086,0.156105,No,Danish,
35066,0.044019,No,Danish,
37952,0.294215,No,Danish,
65593,0.320821,No,Danish,
172819,0.029312,No,Danish,
136866,0.045353,No,Danish,
151890,0.275130,No,Danish,
39022,0.785309,Yes,Danish,
173913,0.212069,No,Danish,
23456,0.019719,No,Danish,
63875,0.038466,No,Danish,
136907,0.396068,No,Danish,
179886,0.075858,No,Danish,
5111,0.074770,No,Danish,
60756,0.441673,No,Danish,
176708,0.124213,No,Danish,
464,0.080357,No,Danish,
4897,0.002551,No,Danish,
177371,0.464902,No,Danish,
35881,0.028871,No,Danish,
31060,0.047426,No,Danish,
25579,0.051845,No,Danish,
46912,0.445530,No,Danish,
20871,0.035145,No,Danish,
15386,0.503906,Yes,Danish,
42468,0.496094,No,Danish,
169684,0.071591,No,Danish,
33516,0.381220,No,Danish,
48387,0.069542,No,Danish,
179989,0.187133,No,Danish,
52171,0.071591,No,Danish,
164683,0.242206,No,Danish,
62934,0.018547,No,Danish,
176994,0.204342,No,Danish,
157235,0.090093,No,Danish,
4540,0.099470,No,Danish,
178507,0.194368,No,Danish,
166769,0.075858,No,Danish,
154492,0.148047,No,Danish,
175365,0.072637,No,Danish,
37499,0.607663,Yes,Danish,
52881,0.016153,No,Danish,
4194,0.025565,No,Danish,
147042,0.457137,No,Danish,
148160,0.070560,No,Danish,
11613,0.096706,No,Danish,
16489,0.024798,No,Danish,
183879,0.488283,No,Danish,
56591,0.418697,No,Danish,
59051,0.108189,No,Danish,
36271,0.629775,Yes,Danish,
23285,0.366590,No,Danish,
64731,0.088820,No,Danish,
31873,0.024054,No,Danish,
152185,0.275130,No,Danish,
15029,0.040846,No,Danish,
60000,0.114369,No,Danish,
57033,0.071591,No,Danish,
6804,0.010170,No,Danish,
1805,0.461017,No,Danish,
148758,0.125923,No,Danish,
147549,0.348645,No,Danish,
12101,0.073696,No,Danish,
18758,0.051083,No,Danish,
5291,0.030215,No,Danish,
33979,0.015189,No,Danish,
63565,0.131173,No,Danish,
26432,0.090093,No,Danish,
170860,0.242206,No,Danish,
170698,0.060087,No,Danish,
42059,0.199308,No,Danish,
185529,0.348645,No,Danish,
11554,0.083890,No,Danish,
157836,0.049589,No,Danish,
50642,0.162380,No,Danish,
64729,0.032590,No,Danish,
55525,0.150029,No,Danish,
17575,0.047426,No,Danish,
62235,0.058346,No,Danish,
63808,0.068537,No,Danish,
10373,0.037892,No,Danish,
28414,0.005642,No,Danish,
184339,0.112795,No,Danish,
158166,0.148047,No,Danish,
174518,0.038466,No,Danish,
174406,0.014957,No,Danish,
31113,0.484380,No,Danish,
35885,0.317426,No,Danish,
23957,0.000804,No,Danish,
4728,0.060975,No,Danish,
163777,0.320821,No,Danish,
28819,0.129403,No,Danish,
175821,0.026759,No,Danish,
161980,0.129403,No,Danish,
28089,0.015425,No,Danish,
177413,0.310694,No,Danish,
28240,0.019719,No,Danish,
31747,0.021615,No,Danish,
161305,0.146087,No,Danish,
163016,0.182426,No,Danish,
41320,0.268941,No,Danish,
175714,0.140336,No,Danish,
151335,0.049589,No,Danish,
48654,0.048137,No,Danish,
50674,0.377541,No,Danish,
156148,0.199308,No,Danish,
66048,0.177811,No,Danish,
36070,0.013428,No,Danish,
30069,0.150029,No,Danish,
40125,0.160266,No,Danish,
22883,0.117572,No,Danish,
31864,0.199308,No,Danish,
176560,0.070560,No,Danish,
45747,0.527317,Yes,Danish,
150370,0.177811,No,Danish,
46970,0.021948,No,Danish,
173317,0.124213,No,Danish,
3770,0.105211,No,Danish,
57765,0.009126,No,Danish,
48774,0.239349,No,Danish,
168823,0.054199,No,Danish,
38967,0.008577,No,Danish,
174228,0.099470,No,Danish,
28189,0.111241,No,Danish,
53162,0.115961,No,Danish,
174791,0.050331,No,Danish,
53138,0.124213,No,Danish,
184604,0.247987,No,Danish,
49231,0.092688,No,Danish,
38524,0.173288,No,Danish,
45126,0.158174,No,Danish,
187139,0.106691,No,Danish,
150190,0.095349,No,Danish,
47484,0.146087,No,Danish,
41780,0.214691,No,Danish,
148075,0.168857,No,Danish,
40949,0.006590,No,Danish,
164262,0.253861,No,Danish,
980,0.134776,No,Danish,
37642,0.310694,No,Danish,
6799,0.168857,No,Danish,
1445,0.048137,No,Danish,
37319,0.086323,No,Danish,
3273,0.062789,No,Danish,
56369,0.492188,No,Danish,
160868,0.535098,Yes,Danish,
16240,0.094010,No,Danish,
50923,0.500000,No,Danish,
154776,0.091382,No,Danish,
158033,0.253861,No,Danish,
61046,0.103749,No,Danish,
9928,0.171061,No,Danish,
175630,0.480479,No,Danish,
171178,0.037327,No,Danish,
29928,0.162380,No,Danish,
179308,0.546738,Yes,Danish,
154312,0.239349,No,Danish,
9650,0.138462,No,Danish,
60930,0.359364,No,Danish,
148490,0.600188,Yes,Danish,
164309,0.262842,No,Danish,
40379,0.334589,No,Danish,
155686,0.265880,No,Danish,
184556,0.100879,No,Danish,
45629,0.015189,No,Danish,
173066,0.046725,No,Danish,
60173,0.108189,No,Danish,
57408,0.187133,No,Danish,
164597,0.352202,No,Danish,
171454,0.127653,No,Danish,
18987,0.615088,Yes,Danish,
23387,0.026355,No,Danish,
160099,0.073696,No,Danish,
171328,0.426322,No,Danish,
161730,0.359364,No,Danish,
150578,0.006388,No,Danish,
65983,0.014729,No,Danish,
172297,0.175538,No,Danish,
39718,0.206894,No,Danish,
61366,0.201813,No,Danish,
61406,0.327668,No,Danish,
45860,0.056652,No,Danish,
8611,0.171061,No,Danish,
171789,0.067547,No,Danish,
157693,0.136608,No,Danish,
19570,0.011687,No,Danish,
43980,0.304042,No,Danish,
34546,0.341582,No,Danish,
54502,0.445530,No,Danish,
54764,0.290981,No,Danish,
10450,0.294215,No,Danish,
63096,0.062789,No,Danish,
23937,0.004682,No,Danish,
28113,0.059210,No,Danish,
42199,0.040238,No,Danish,
24777,0.044681,No,Danish,
62499,0.146087,No,Danish,
149516,0.206894,No,Danish,
167279,0.453262,No,Danish,
34933,0.030215,No,Danish,
66428,0.222700,No,Danish,
51845,0.079210,No,Danish,
9411,0.004007,No,Danish,
45857,0.127653,No,Danish,
1298,0.488283,No,Danish,
29028,0.007938,No,Danish,
21904,0.059210,No,Danish,
56922,0.204342,No,Danish,
181973,0.265880,No,Danish,
56152,0.017986,No,Danish,
152477,0.102305,No,Danish,
37792,0.105211,No,Danish,
164488,0.304042,No,Danish,
47268,0.162380,No,Danish,
59602,0.262842,No,Danish,
165322,0.749087,Yes,Danish,
66384,0.003028,No,Danish,
29473,0.310694,No,Danish,
177895,0.079210,No,Danish,
150201,0.307358,No,Danish,
14950,0.026759,No,Danish,
183719,0.345105,No,Danish,
24244,0.366590,No,Danish,
47102,0.239349,No,Danish,
46241,0.654895,Yes,Danish,
165836,0.092688,No,Danish,
45137,0.199308,No,Danish,
56751,0.562177,Yes,Danish,
24829,0.468791,No,Danish,
30714,0.029312,No,Danish,
56083,0.239349,No,Danish,
11393,0.032590,No,Danish,
186640,0.265880,No,Danish,
45958,0.042722,No,Danish,
184634,0.184768,No,Danish,
146542,0.066569,No,Danish,
56148,0.331120,No,Danish,
1041,0.039048,No,Danish,
24692,0.071591,No,Danish,
29726,0.138462,No,Danish,
62156,0.049589,No,Danish,
26056,0.324235,No,Danish,
34326,0.014504,No,Danish,
174971,0.005469,No,Danish,
30753,0.109706,No,Danish,
168188,0.228157,No,Danish,
159763,0.010328,No,Danish,
173773,0.685949,Ja,Danish,
186163,0.046725,No,Danish,
63796,0.020332,No,Danish,
18477,0.032590,No,Danish,
54606,0.304042,No,Danish,
12309,0.087564,No,Danish,
11351,0.168857,No,Danish,
150206,0.187133,No,Danish,
159787,0.115961,No,Danish,
28121,0.068537,No,Danish,
166524,0.046034,No,Danish,
11608,0.281406,No,Danish,
22177,0.008577,No,Danish,
42803,0.496094,No,Danish,
47842,0.177811,No,Danish,
10709,0.201813,No,Danish,
173731,0.214691,No,Danish,
169424,0.070560,No,Danish,
53935,0.310694,No,Danish,
164212,0.338077,No,Danish,
185623,0.297470,No,Danish,
41776,0.184768,No,Danish,
56429,0.148047,No,Danish,
183572,0.607663,Yes,Danish,
159400,0.043366,No,Danish,
170175,0.166675,No,Danish,
11732,0.063715,No,Danish,
60148,0.222700,No,Danish,
153549,0.331120,No,Danish,
62363,0.180107,No,Danish,
46730,0.092688,No,Danish,
44572,0.034619,No,Danish,
47376,0.067547,No,Danish,
170685,0.087564,No,Danish,
34537,0.191933,No,Danish,
173654,0.108189,No,Danish,
11498,0.060087,No,Danish,
186686,0.043366,No,Danish,
170135,0.250913,No,Danish,
8177,0.314051,No,Danish,
184189,0.173288,No,Danish,
52894,0.018833,No,Danish,
183545,0.115961,No,Danish,
164961,0.331120,No,Danish,
38716,0.070560,No,Danish,
62441,0.059210,No,Danish,
8539,0.003884,No,Danish,
33670,0.171061,No,Danish,
30236,0.214691,No,Danish,
167452,0.014282,No,Danish,
148795,0.142232,No,Danish,
175736,0.098079,No,Danish,
153549,0.039639,No,Danish,
17150,0.056652,No,Danish,
14772,0.158174,No,Danish,
54229,0.242206,No,Danish,
22561,0.068537,No,Danish,
158613,0.005302,No,Danish,
48331,0.085099,No,Danish,
33124,0.011508,No,Danish,
31430,0.079210,No,Danish,
163281,0.144149,No,Danish,
172599,0.523420,Yes,Danish,
157242,0.062789,No,Danish,
60392,0.461017,No,Danish,
153382,0.366590,No,Danish,
167733,0.094010,No,Danish,
154715,0.341582,No,Danish,
18966,0.005642,No,Danish,
34827,0.015189,No,Danish,
27651,0.012054,No,Danish,
65325,0.053403,No,Danish,
155325,0.294215,No,Danish,
173205,0.294215,No,Danish,
21595,0.527317,Yes,Danish,
734,0.124213,No,Danish,
169315,0.546738,Yes,Danish,
34174,0.201813,No,Danish,
1272,0.341582,No,Danish,
171691,0.233706,No,Danish,
60011,0.177811,No,Danish,
63962,0.136608,No,Danish,
38872,0.042722,No,Danish,
186325,0.063715,No,Danish,
21356,0.766294,Yes,Danish,
164030,0.059210,No,Danish,
162733,0.026759,No,Danish,
165667,0.187133,No,Danish,
160245,0.010014,No,Danish,
10819,0.108189,No,Danish,
715,0.131173,No,Danish,
146681,0.272025,No,Danish,
30686,0.007346,No,Danish,
65774,0.320821,No,Danish,
46843,0.140336,No,Danish,
48695,0.265880,No,Danish,
33235,0.426322,No,Danish,
53837,0.114369,No,Danish,
63150,0.009268,No,Danish,
2900,0.334589,No,Danish,
153396,0.314051,No,Danish,
52978,0.004982,No,Danish,
27915,0.001151,No,Danish,
154457,0.453262,No,Danish,
151975,0.048858,No,Danish,
177130,0.201813,No,Danish,
152853,0.056652,No,Danish,
51279,0.317426,No,Danish,
160292,0.275130,No,Danish,
43660,0.072637,No,Danish,
159716,0.705785,Yes,Danish,
57682,0.629775,Yes,Danish,
53606,0.220007,No,Danish,
172544,0.070560,No,Danish,
63740,0.136608,No,Danish,
22828,0.085099,No,Danish,
166618,0.024798,No,Danish,
137074,0.287768,No,Danish,
173388,0.441673,No,Danish,
177682,0.040238,No,Danish,
8104,0.300746,No,Danish,
2134,0.094010,No,Danish,
150067,0.054199,No,Danish,
178607,0.081520,No,Danish,
152373,0.162380,No,Danish,
151169,0.196826,No,Danish,
