id,score,token,language,error
37864,0.065605,No,Danish,
186737,0.476580,No,Danish,
148432,0.300746,No,Danish,
181181,0.242206,No,Danish,
179667,0.245085,No,Danish,
46055,0.129403,No,Danish,
12020,0.094010,No,Danish,
45924,0.426322,No,Danish,
21962,0.072637,No,Danish,
66292,0.370225,No,Danish,
156124,0.433981,No,Danish,
185771,0.272025,No,Danish,
33310,0.173288,No,Danish,
156088,0.433981,No,Danish,
155054,0.098079,No,Danish,
26724,0.278257,No,Danish,
47156,0.138462,No,Danish,
59755,0.366590,No,Danish,
45553,0.020964,No,Danish,
180961,0.045353,No,Danish,
59762,0.103749,No,Danish,
22574,0.488283,No,Danish,
47513,0.081520,No,Danish,
151815,0.082697,No,Danish,
19946,0.262842,No,Danish,
54891,0.220007,No,Danish,
31807,0.120853,No,Danish,
38429,0.050331,No,Danish,
44248,0.086323,No,Danish,
169550,0.492188,No,Danish,
41512,0.131173,No,Danish,
24436,0.117572,No,Danish,
166948,0.182426,No,Danish,
45776,0.294215,No,Danish,
157756,0.046725,No,Danish,
25176,0.414899,No,Spanish,
706,0.001389,No,Spanish,
29576,0.191933,No,Spanish,
38214,0.573678,Yes,Spanish,
6599,0.000151,No,Spanish,
39076,0.000527,No,Spanish,
34203,0.411111,No,Spanish,
40382,0.014729,No,Spanish,
19945,0.009559,No,Spanish,
39728,0.018264,No,Spanish,
38229,0.030215,No,Spanish,
1252,0.000249,No,Spanish,
13764,0.000018,No,Spanish,
26372,0.003765,No,Spanish,
15388,0.007461,No,Spanish,
9975,0.002217,No,Spanish,
17912,0.001016,No,Spanish,
22897,0.000897,No,Spanish,
17541,0.000207,No,Spanish,
19233,0.001065,No,Spanish,
1064,0.320821,No,Spanish,
15831,0.191933,No,Spanish,
31633,0.189521,No,Spanish,
18057,0.004399,No,Spanish,
17917,0.187133,No,Spanish,
21778,0.000052,No,Spanish,
38909,0.024054,No,Spanish,
13017,0.187133,No,Spanish,
19471,0.001325,No,Spanish,
36669,0.010653,No,Spanish,
42055,0.012821,No,Spanish,
16581,0.000767,No,Spanish,
14816,0.103749,No,Spanish,
38745,0.004755,No,Spanish,
10424,0.173288,No,Spanish,
10137,0.003483,No,Spanish,
38086,0.045353,No,Spanish,
7323,0.014064,No,Spanish,
23290,0.002632,No,Spanish,
8791,0.071591,No,Spanish,
23601,0.403567,No,Spanish,
1327,0.005302,No,Spanish,
8680,0.011158,No,Spanish,
6469,0.108189,No,Spanish,
3189,0.220007,No,Spanish,
22079,0.000140,No,Spanish,
11910,0.150029,No,Spanish,
14312,0.013223,No,Spanish,
20755,0.017986,No,Spanish,
7634,0.014729,No,Spanish,
39115,0.000451,No,Spanish,
22918,0.000188,No,Spanish,
27027,0.001264,No,Spanish,
28871,0.049589,No,Spanish,
19746,0.105211,No,Spanish,
6795,0.000210,No,Spanish,
23562,0.000052,No,Spanish,
23717,0.144149,No,Spanish,
3602,0.028008,No,Spanish,
19874,0.040238,No,Spanish,
34783,0.098079,No,Spanish,
9434,0.007012,No,Spanish,
32859,0.000090,No,Spanish,
28281,0.003075,No,Spanish,
31459,0.000346,No,Spanish,
19071,0.000056,No,Spanish,
39649,0.017177,No,Spanish,
20038,0.000636,No,Spanish,
20865,0.184768,No,Spanish,
32196,0.158174,No,Spanish,
14582,0.055005,No,Spanish,
35619,0.003273,No,Spanish,
18020,0.000444,No,Spanish,
1451,0.245085,No,Spanish,
39243,0.010653,No,Spanish,
33934,0.000404,No,Spanish,
19343,0.154058,No,Spanish,
23080,0.191933,No,Spanish,
24718,0.010987,No,Spanish,
11676,0.256832,No,Spanish,
7943,0.194368,No,Spanish,
35971,0.000154,No,Spanish,
33430,0.001455,No,Spanish,
21681,0.000056,No,Spanish,
1380,0.008062,No,Spanish,
33623,0.016915,No,Spanish,
1856,0.355775,No,Spanish,
34738,0.003650,No,Spanish,
30332,0.026355,No,Spanish,
26228,0.008446,No,Spanish,
18931,0.422505,No,Spanish,
16763,0.001897,No,Spanish,
11355,0.002397,No,Spanish,
12153,0.003430,No,Spanish,
41612,0.001134,No,Spanish,
10614,0.017712,No,Spanish,
23675,0.015425,No,Spanish,
23374,0.000527,No,Spanish,
9115,0.000869,No,Spanish,
28630,0.102305,No,Spanish,
17671,0.000053,No,Spanish,
36182,0.000163,No,Spanish,
41384,0.042088,No,Spanish,
33074,0.001525,No,Spanish,
28736,0.000066,No,Spanish,
25115,0.017986,No,Spanish,
33695,0.000044,No,Spanish,
12962,0.004755,No,Spanish,
14046,0.000161,No,Spanish,
16640,0.002323,No,Spanish,
12220,0.366590,No,Spanish,
23794,0.075858,No,Spanish,
39080,0.000049,No,Spanish,
3168,0.062789,No,Spanish,
24520,0.000028,No,Spanish,
40420,0.033086,No,Spanish,
10433,0.003124,No,Spanish,
1079,0.162380,No,Spanish,
34569,0.043366,No,Spanish,
19199,0.060087,No,Spanish,
9706,0.480479,No,Spanish,
2445,0.046725,No,Spanish,
3436,0.000744,No,Spanish,
41090,0.039639,No,Spanish,
27072,0.000030,No,Spanish,
27867,0.007816,No,Spanish,
39886,0.003173,No,Spanish,
23162,0.000063,No,Spanish,
1636,0.004007,No,Spanish,
26589,0.000046,No,Spanish,
24892,0.138462,No,Spanish,
10042,0.008711,No,Spanish,
18801,0.000392,No,Spanish,
25283,0.008985,No,Spanish,
34857,0.019719,No,Spanish,
32517,0.001207,No,Spanish,
34221,0.233706,No,Spanish,
16030,0.074770,No,Spanish,
28624,0.006004,No,Spanish,
13077,0.158174,No,Spanish,
306,0.284576,No,Spanish,
33540,0.000123,No,Spanish,
37063,0.061876,No,Spanish,
23568,0.001264,No,Spanish,
3627,0.201813,No,Spanish,
577,0.001525,No,Spanish,
26475,0.040846,No,Spanish,
22515,0.000488,No,Spanish,
11696,0.000278,No,Spanish,
8039,0.012821,No,Spanish,
25958,0.000031,No,Spanish,
3001,0.196826,No,Spanish,
25145,0.000626,No,Spanish,
8458,0.015664,No,Spanish,
329,0.156105,No,Spanish,
27494,0.008062,No,Spanish,
32550,0.005302,No,Spanish,
27344,0.008577,No,Spanish,
37583,0.024054,No,Spanish,
42465,0.000274,No,Spanish,
1015,0.043366,No,Spanish,
23822,0.399812,No,Spanish,
41127,0.108189,No,Spanish,
29865,0.256832,No,Spanish,
26632,0.009559,No,Spanish,
19819,0.003650,No,Spanish,
3137,0.017177,No,Spanish,
25796,0.048858,No,Spanish,
30528,0.009268,No,Spanish,
26615,0.007577,No,Spanish,
88-S-1727,0.144149,No,English,
112-H-4633,0.105211,No,English,
83-HR-6125,0.026355,No,English,
80-HR-1260,0.028871,No,English,
88-HR-8505,0.001346,No,English,
87-HR-7325,0.317426,No,English,
109-HR-923,0.056652,No,English,
88-S-67,0.366590,No,English,
107-S-241,0.015664,No,English,
95-HR-11765,0.049589,No,English,
97-HR-889,0.025957,No,English,
91-HR-12571,0.001325,No,English,
91-HR-3828,0.009413,No,English,
87-HR-6170,0.105211,No,English,
112-S-1925,0.607663,Yes,English,
83-HR-10070,0.546738,Yes,English,
94-HR-9487,0.008316,No,English,
111-H-430,0.618780,Yes,English,
109-S-3543,0.000511,No,English,
111-S-521,0.069542,No,English,
97-HR-6863,0.042088,No,English,
106-HR-4146,0.023331,No,English,
89-HR-7646,0.515620,Yes,English,
100-HR-1881,0.020332,No,English,
91-HR-18449,0.086323,No,English,
90-S-1194,0.672332,Yes,English,
90-HR-14432,0.008577,No,English,
99-S-232,0.004199,No,English,
93-HR-5457,0.090093,No,English,
91-HR-17584,0.000911,No,English,
91-HR-7392,0.275130,No,English,
105-HR-2347,0.026759,No,English,
109-HR-934,0.053403,No,English,
102-S-3335,0.000732,No,English,
103-S-2069,0.021615,No,English,
88-HR-10875,0.242206,No,English,
112-H-4825,0.035679,No,English,
114-S-1140,0.035145,No,English,
88-S-478,0.596433,Yes,English,
110-S-2916,0.603932,Yes,English,
108-HR-1178,0.023331,No,English,
96-S-843,0.426322,No,English,
107-S-379,0.166675,No,English,
85-HR-8763,0.012054,No,English,
89-S-2307,0.037327,No,English,
92-HR-12971,0.004070,No,English,
88-HR-5298,0.272025,No,English,
85-HR-698,0.201813,No,English,
94-HR-3568,0.124213,No,English,
84-HR-68,0.007012,No,English,
90-HR-9967,0.000792,No,English,
93-HR-8970,0.392337,No,English,
92-HR-14787,0.009126,No,English,
93-HR-258,0.437823,No,English,
112-S-2433,0.019719,No,English,
81-HR-8068,0.076961,No,English,
90-S-1717,0.012625,No,English,
95-S-3112,0.004905,No,English,
94-HR-10706,0.009413,No,English,
87-S-380,0.002715,No,English,
81-S-4094,0.004682,No,English,
84-HR-7296,0.083890,No,English,
100-S-1496,0.002981,No,English,
98-S-1699,0.004399,No,English,
86-HR-769,0.199308,No,English,
86-HR-10128,0.051083,No,English,
87-S-3115,0.003324,No,English,
85-S-269,0.437823,No,English,
100-HR-3256,0.484380,No,English,
113-HR-4037,0.005730,No,English,
85-HR-4551,0.314051,No,English,
84-S-846,0.136608,No,English,
85-S-3053,0.092688,No,English,
93-HR-11448,0.011332,No,English,
93-S-304,0.352202,No,English,
93-S-184,0.003430,No,English,
85-HR-2106,0.222700,No,English,
97-HR-4372,0.027585,No,English,
86-HR-2295,0.045353,No,English,
97-S-1898,0.007346,No,English,
112-H-1664,0.073696,No,English,
90-S-3438,0.290981,No,English,
98-S-2307,0.040238,No,English,
85-HR-9692,0.005555,No,English,
93-HR-3361,0.004265,No,English,
87-HR-2162,0.399812,No,English,
93-HR-16532,0.000732,No,English,
91-HR-18928,0.134776,No,English,
100-HR-5187,0.117572,No,English,
100-S-1175,0.003324,No,English,
101-HR-1191,0.099470,No,English,
87-HR-10869,0.083890,No,English,
94-HR-2688,0.000417,No,English,
102-S-2807,0.002360,No,English,
101-HR-5901,0.102305,No,English,
80-S-987,0.000380,No,English,
95-S-1339,0.001065,No,English,
91-S-616,0.362969,No,English,
110-HR-1831,0.058346,No,English,
90-HR-10028,0.085099,No,English,
90-HR-8994,0.024798,No,English,
81-HR-78,0.142232,No,English,
94-HR-4795,0.388618,No,English,
97-HR-2670,0.209470,No,English,
94-S-1533,0.740174,Yes,English,
101-HR-1852,0.002183,No,English,
109-S-1762,0.022286,No,English,
80-S-2039,0.731059,Yes,English,
110-HR-3846,0.675765,Yes,English,
93-HR-7940,0.012241,No,English,
104-HR-2702,0.009860,No,English,
82-S-2992,0.015189,No,English,
92-HR-8122,0.010489,No,English,
94-S-956,0.320821,No,English,
108-HR-4447,0.011508,No,English,
84-HR-10599,0.006693,No,English,
112-H-6236,0.042722,No,English,
103-HR-84,0.001048,No,English,
94-HR-14920,0.039048,No,English,
87-HR-9653,0.004134,No,English,
87-HR-1061,0.000357,No,English,
90-HR-5141,0.002083,No,English,
89-HR-7619,0.132964,No,English,
101-S-1367,0.002183,No,English,
100-HR-1502,0.012432,No,English,
90-HR-12580,0.127653,No,English,
106-HR-2979,0.002935,No,English,
101-S-1609,0.445530,No,English,
83-S-3359,0.048858,No,English,
89-HR-8487,0.184768,No,English,
106-HR-3523,0.014957,No,English,
111-H-6188,0.031144,No,English,
87-HR-11093,0.013428,No,English,
89-HR-14356,0.199308,No,English,
98-S-2988,0.006098,No,English,
90-HR-12879,0.082697,No,English,
112-H-2357,0.079210,No,English,
84-HR-7363,0.355775,No,English,
102-HR-1519,0.136608,No,English,
113-HR-3767,0.695958,Yes,English,
89-HR-15847,0.106691,No,English,
90-HR-20150,0.099470,No,English,
85-HR-460,0.115961,No,English,
85-HR-3986,0.001701,No,English,
93-HR-11170,0.002551,No,English,
84-HR-6726,0.392337,No,English,
84-S-2320,0.015906,No,English,
90-HR-9700,0.217338,No,English,
106-S-27,0.002758,No,English,
94-HR-3214,0.003707,No,English,
81-HR-6255,0.658418,Yes,English,
83-HR-4232,0.010489,No,English,
112-S-1741,0.001598,No,English,
98-HR-790,0.020023,No,English,
106-HR-652,0.049589,No,English,
90-HR-6135,0.024054,No,English,
89-S-163,0.245085,No,English,
113-S-1521,0.003650,No,English,
87-S-879,0.002981,No,English,
85-HR-1162,0.132964,No,English,
110-HR-1678,0.388618,No,English,
91-HR-15385,0.020023,No,English,
87-S-1839,0.001897,No,English,
90-HR-3587,0.030676,No,English,
92-HR-11615,0.112795,No,English,
85-S-1652,0.115961,No,English,
100-S-2452,0.057493,No,English,
104-HR-492,0.581303,Yes,English,
106-HR-1700,0.228157,No,English,
83-S-3770,0.718594,Yes,English,
